User_ID,Channel,Visitor,Lead,Qualified_Lead,Customer,Date
61,Facebook Ads,1,1,1,0,2025-06-01
62,Facebook Ads,1,1,1,0,2025-04-05
63,Email,1,0,0,0,2025-02-15
64,Facebook Ads,1,0,0,0,2025-05-18
65,Facebook Ads,1,0,0,0,2025-10-15
66,Instagram,1,0,0,0,2025-12-19
67,Google Ads,1,0,0,0,2025-06-13
68,Email,1,0,0,0,2025-01-16
69,Google Ads,1,1,0,0,2025-01-18
70,Organic Search,1,0,0,0,2025-05-16
71,Email,1,0,0,0,2025-09-04
72,Google Ads,1,0,0,0,2025-09-05
73,Google Ads,1,0,0,0,2025-11-27
74,Email,1,0,0,0,2025-07-17
75,Email,1,1,0,0,2025-01-01
76,Email,1,0,0,0,2025-07-09
77,Email,1,0,0,0,2025-10-21
78,Google Ads,1,0,0,0,2025-02-14
79,Facebook Ads,1,0,0,0,2025-12-03
80,Google Ads,1,0,0,0,2025-02-01
81,Organic Search,1,0,0,0,2025-04-28
82,Instagram,1,0,0,0,2025-10-23
83,Facebook Ads,1,1,0,0,2025-07-03
84,Google Ads,1,0,0,0,2025-07-10
85,Facebook Ads,1,0,0,0,2025-08-23
86,Facebook Ads,1,0,0,0,2025-08-26
87,Email,1,1,1,0,2025-08-04
88,Instagram,1,0,0,0,2025-03-15
89,Organic Search,1,0,0,0,2025-04-21
90,Facebook Ads,1,0,0,0,2025-04-13
91,Google Ads,1,0,0,0,2025-12-25
92,Email,1,0,0,0,2025-03-15
93,Email,1,1,1,0,2025-09-09
94,Instagram,1,0,0,0,2025-04-24
95,Email,1,0,0,0,2025-11-09
96,Facebook Ads,1,0,0,0,2025-11-26
97,Instagram,1,0,0,0,2025-12-05
98,Facebook Ads,1,0,0,0,2025-08-26
99,Google Ads,1,0,0,0,2025-06-22
100,Google Ads,1,0,0,0,2025-03-20
101,Google Ads,1,0,0,0,2025-04-03
102,Instagram,1,0,0,0,2025-02-19
103,Facebook Ads,1,0,0,0,2025-10-12
104,Instagram,1,0,0,0,2025-08-11
105,Organic Search,1,0,0,0,2025-03-22
106,Google Ads,1,0,0,0,2025-09-23
107,Facebook Ads,1,0,0,0,2025-06-04
108,Email,1,0,0,0,2025-08-21
109,Google Ads,1,0,0,0,2025-11-12
110,Google Ads,1,1,1,0,2025-08-24
111,Facebook Ads,1,1,0,0,2025-06-08
112,Google Ads,1,1,1,0,2025-11-12
113,Organic Search,1,0,0,0,2025-09-08
114,Email,1,1,1,1,2025-11-10
115,Instagram,1,0,0,0,2025-10-28
116,Organic Search,1,0,0,0,2025-10-09
117,Email,1,0,0,0,2025-04-12
118,Google Ads,1,0,0,0,2025-02-20
119,Organic Search,1,1,1,1,2025-02-21
120,Instagram,1,0,0,0,2025-07-28
121,Email,1,0,0,0,2025-11-03
122,Organic Search,1,1,1,1,2025-05-11
123,Facebook Ads,1,0,0,0,2025-09-27
124,Google Ads,1,0,0,0,2025-07-24
125,Google Ads,1,1,0,0,2025-08-07
126,Facebook Ads,1,0,0,0,2025-09-14
127,Email,1,0,0,0,2025-07-04
128,Organic Search,1,0,0,0,2025-05-25
129,Google Ads,1,0,0,0,2025-06-27
130,Instagram,1,1,0,0,2025-01-14
131,Facebook Ads,1,0,0,0,2025-09-03
132,Google Ads,1,0,0,0,2025-07-06
133,Google Ads,1,0,0,0,2025-12-03
134,Facebook Ads,1,0,0,0,2025-09-16
135,Organic Search,1,1,0,0,2025-12-20
136,Facebook Ads,1,0,0,0,2025-02-09
137,Instagram,1,0,0,0,2025-03-30
138,Email,1,0,0,0,2025-05-05
139,Facebook Ads,1,0,0,0,2025-12-17
140,Organic Search,1,1,1,0,2025-01-09
141,Organic Search,1,0,0,0,2025-12-16
142,Facebook Ads,1,0,0,0,2025-03-25
143,Facebook Ads,1,0,0,0,2025-01-21
144,Facebook Ads,1,0,0,0,2025-10-08
145,Facebook Ads,1,0,0,0,2025-12-24
146,Google Ads,1,1,0,0,2025-06-21
147,Instagram,1,0,0,0,2025-01-25
148,Instagram,1,1,1,0,2025-04-13
149,Google Ads,1,0,0,0,2025-07-09
150,Facebook Ads,1,0,0,0,2025-08-24
151,Organic Search,1,0,0,0,2025-11-09
152,Google Ads,1,0,0,0,2025-02-06
153,Google Ads,1,1,0,0,2025-09-29
154,Facebook Ads,1,0,0,0,2025-10-20
155,Organic Search,1,0,0,0,2025-11-28
156,Google Ads,1,0,0,0,2025-06-01
157,Instagram,1,0,0,0,2025-10-09
158,Email,1,1,1,1,2025-01-20
159,Google Ads,1,0,0,0,2025-05-17
160,Email,1,0,0,0,2025-12-25
161,Facebook Ads,1,0,0,0,2025-01-29
162,Instagram,1,0,0,0,2025-01-31
163,Instagram,1,0,0,0,2025-01-19
164,Instagram,1,0,0,0,2025-05-28
165,Google Ads,1,0,0,0,2025-10-10
166,Email,1,1,1,0,2025-12-16
167,Facebook Ads,1,0,0,0,2025-12-07
168,Google Ads,1,0,0,0,2025-10-27
169,Google Ads,1,0,0,0,2025-06-12
170,Instagram,1,0,0,0,2025-04-23
171,Instagram,1,0,0,0,2025-05-30
172,Google Ads,1,0,0,0,2025-11-26
173,Instagram,1,0,0,0,2025-09-12
174,Google Ads,1,0,0,0,2025-03-28
175,Instagram,1,0,0,0,2025-12-16
176,Google Ads,1,1,0,0,2025-04-08
177,Instagram,1,1,1,0,2025-05-12
178,Facebook Ads,1,0,0,0,2025-11-08
179,Organic Search,1,0,0,0,2025-04-07
180,Google Ads,1,1,0,0,2025-04-08
181,Facebook Ads,1,0,0,0,2025-10-17
182,Google Ads,1,1,0,0,2025-12-22
183,Organic Search,1,0,0,0,2025-08-15
184,Organic Search,1,1,1,1,2025-05-25
185,Facebook Ads,1,0,0,0,2025-06-05
186,Instagram,1,1,1,0,2025-09-27
187,Email,1,1,1,1,2025-06-11
188,Instagram,1,0,0,0,2025-04-22
189,Instagram,1,1,0,0,2025-11-27
190,Google Ads,1,0,0,0,2025-07-04
191,Google Ads,1,0,0,0,2025-07-24
192,Organic Search,1,0,0,0,2025-04-07
193,Organic Search,1,1,1,1,2025-02-24
194,Instagram,1,1,1,0,2025-04-27
195,Facebook Ads,1,0,0,0,2025-04-03
196,Facebook Ads,1,0,0,0,2025-10-20
197,Email,1,1,1,0,2025-07-23
198,Organic Search,1,0,0,0,2025-10-09
199,Organic Search,1,0,0,0,2025-07-08
200,Email,1,0,0,0,2025-11-19
201,Instagram,1,0,0,0,2025-03-25
202,Google Ads,1,1,1,0,2025-06-29
203,Google Ads,1,0,0,0,2025-10-01
204,Organic Search,1,0,0,0,2025-06-30
205,Instagram,1,1,0,0,2025-06-30
206,Google Ads,1,0,0,0,2025-10-10
207,Google Ads,1,1,0,0,2025-10-14
208,Instagram,1,0,0,0,2025-04-16
209,Google Ads,1,1,0,0,2025-05-09
210,Google Ads,1,0,0,0,2025-09-19
211,Instagram,1,1,0,0,2025-01-11
212,Instagram,1,0,0,0,2025-06-11
213,Instagram,1,0,0,0,2025-06-30
214,Google Ads,1,0,0,0,2025-08-01
215,Email,1,0,0,0,2025-10-01
216,Google Ads,1,0,0,0,2025-01-21
217,Facebook Ads,1,0,0,0,2025-10-02
218,Email,1,1,1,0,2025-09-17
219,Instagram,1,0,0,0,2025-11-29
220,Email,1,0,0,0,2025-04-26
221,Instagram,1,0,0,0,2025-01-25
222,Instagram,1,0,0,0,2025-11-29
223,Google Ads,1,0,0,0,2025-09-11
224,Facebook Ads,1,0,0,0,2025-07-30
225,Facebook Ads,1,0,0,0,2025-11-01
226,Google Ads,1,0,0,0,2025-11-17
227,Organic Search,1,0,0,0,2025-12-05
228,Facebook Ads,1,1,1,0,2025-09-14
229,Organic Search,1,0,0,0,2025-06-17
230,Instagram,1,0,0,0,2025-12-03
231,Email,1,1,0,0,2025-01-21
232,Instagram,1,0,0,0,2025-03-27
233,Instagram,1,0,0,0,2025-01-15
234,Facebook Ads,1,0,0,0,2025-02-19
235,Google Ads,1,0,0,0,2025-10-31
236,Email,1,0,0,0,2025-11-01
237,Facebook Ads,1,0,0,0,2025-07-15
238,Google Ads,1,0,0,0,2025-12-30
239,Instagram,1,0,0,0,2025-10-28
240,Google Ads,1,0,0,0,2025-10-15
241,Organic Search,1,1,0,0,2025-09-02
242,Organic Search,1,0,0,0,2025-12-19
243,Organic Search,1,0,0,0,2025-07-20
244,Facebook Ads,1,1,0,0,2025-07-12
245,Google Ads,1,0,0,0,2025-12-02
246,Organic Search,1,0,0,0,2025-05-26
247,Facebook Ads,1,0,0,0,2025-11-06
248,Organic Search,1,1,0,0,2025-05-07
249,Organic Search,1,0,0,0,2025-06-24
250,Organic Search,1,0,0,0,2025-05-14
251,Facebook Ads,1,0,0,0,2025-03-07
252,Facebook Ads,1,1,0,0,2025-12-31
253,Organic Search,1,0,0,0,2025-10-06
254,Facebook Ads,1,0,0,0,2025-09-03
255,Google Ads,1,1,1,0,2025-12-29
256,Instagram,1,0,0,0,2025-08-25
257,Organic Search,1,0,0,0,2025-06-20
258,Instagram,1,0,0,0,2025-02-20
259,Instagram,1,0,0,0,2025-11-24
260,Google Ads,1,1,1,0,2025-12-25
261,Instagram,1,0,0,0,2025-06-02
262,Organic Search,1,1,1,1,2025-03-21
263,Google Ads,1,0,0,0,2025-05-25
264,Instagram,1,0,0,0,2025-10-01
265,Organic Search,1,1,0,0,2025-06-04
266,Email,1,0,0,0,2025-12-03
267,Instagram,1,0,0,0,2025-12-29
268,Email,1,0,0,0,2025-11-21
269,Facebook Ads,1,1,0,0,2025-12-02
270,Facebook Ads,1,0,0,0,2025-05-23
271,Email,1,0,0,0,2025-10-25
272,Email,1,0,0,0,2025-02-03
273,Organic Search,1,0,0,0,2025-10-31
274,Organic Search,1,1,1,0,2025-08-27
275,Instagram,1,0,0,0,2025-05-18
276,Instagram,1,0,0,0,2025-09-11
277,Email,1,0,0,0,2025-01-05
278,Instagram,1,0,0,0,2025-06-25
279,Email,1,1,1,0,2025-08-02
280,Email,1,0,0,0,2025-12-30
281,Organic Search,1,1,1,0,2025-01-23
282,Facebook Ads,1,0,0,0,2025-11-14
283,Facebook Ads,1,0,0,0,2025-01-13
284,Google Ads,1,1,0,0,2025-08-29
285,Instagram,1,0,0,0,2025-10-03
286,Google Ads,1,0,0,0,2025-04-02
287,Facebook Ads,1,1,0,0,2025-04-18
288,Instagram,1,0,0,0,2025-08-17
289,Facebook Ads,1,0,0,0,2025-06-01
290,Instagram,1,0,0,0,2025-04-18
291,Google Ads,1,0,0,0,2025-10-16
292,Google Ads,1,0,0,0,2025-06-25
293,Email,1,0,0,0,2025-11-16
294,Facebook Ads,1,0,0,0,2025-10-13
295,Google Ads,1,0,0,0,2025-12-30
296,Instagram,1,0,0,0,2025-11-25
297,Email,1,0,0,0,2025-12-31
298,Google Ads,1,0,0,0,2025-08-29
299,Instagram,1,0,0,0,2025-05-25
300,Google Ads,1,0,0,0,2025-12-22
301,Google Ads,1,1,1,0,2025-01-14
302,Instagram,1,0,0,0,2025-10-02
303,Instagram,1,0,0,0,2025-03-12
304,Instagram,1,1,1,0,2025-11-11
305,Email,1,0,0,0,2025-07-14
306,Organic Search,1,0,0,0,2025-12-19
307,Instagram,1,0,0,0,2025-10-27
308,Facebook Ads,1,0,0,0,2025-01-11
309,Email,1,1,1,0,2025-04-16
310,Facebook Ads,1,1,1,0,2025-09-15
311,Facebook Ads,1,0,0,0,2025-07-15
312,Google Ads,1,0,0,0,2025-05-25
313,Google Ads,1,1,1,1,2025-08-08
314,Organic Search,1,1,0,0,2025-12-16
315,Email,1,0,0,0,2025-06-23
316,Instagram,1,0,0,0,2025-08-04
317,Facebook Ads,1,0,0,0,2025-04-03
318,Google Ads,1,1,0,0,2025-09-17
319,Google Ads,1,0,0,0,2025-03-04
320,Facebook Ads,1,0,0,0,2025-01-29
321,Instagram,1,0,0,0,2025-10-02
322,Email,1,0,0,0,2025-12-13
323,Instagram,1,0,0,0,2025-10-12
324,Facebook Ads,1,1,1,1,2025-03-11
325,Organic Search,1,0,0,0,2025-10-06
326,Email,1,0,0,0,2025-08-19
327,Instagram,1,0,0,0,2025-10-29
328,Instagram,1,0,0,0,2025-09-12
329,Facebook Ads,1,0,0,0,2025-06-21
330,Google Ads,1,0,0,0,2025-06-29
331,Facebook Ads,1,0,0,0,2025-09-21
332,Email,1,0,0,0,2025-07-02
333,Google Ads,1,0,0,0,2025-11-18
334,Google Ads,1,0,0,0,2025-07-24
335,Google Ads,1,1,0,0,2025-09-06
336,Google Ads,1,1,1,0,2025-08-01
337,Organic Search,1,0,0,0,2025-06-08
338,Email,1,0,0,0,2025-04-10
339,Facebook Ads,1,1,1,0,2025-11-13
340,Google Ads,1,0,0,0,2025-04-22
341,Facebook Ads,1,0,0,0,2025-11-04
342,Facebook Ads,1,1,0,0,2025-06-15
343,Google Ads,1,0,0,0,2025-02-05
344,Facebook Ads,1,0,0,0,2025-04-22
345,Facebook Ads,1,1,0,0,2025-03-28
346,Instagram,1,0,0,0,2025-07-02
347,Instagram,1,0,0,0,2025-03-26
348,Google Ads,1,0,0,0,2025-09-26
349,Facebook Ads,1,0,0,0,2025-06-14
350,Instagram,1,0,0,0,2025-10-30
351,Instagram,1,0,0,0,2025-03-31
352,Organic Search,1,1,1,0,2025-08-26
353,Instagram,1,0,0,0,2025-01-22
354,Google Ads,1,0,0,0,2025-06-16
355,Google Ads,1,0,0,0,2025-08-03
356,Instagram,1,0,0,0,2025-02-27
357,Google Ads,1,0,0,0,2025-01-30
358,Instagram,1,1,0,0,2025-04-16
359,Organic Search,1,1,0,0,2025-11-26
360,Instagram,1,0,0,0,2025-06-16
361,Facebook Ads,1,0,0,0,2025-12-16
362,Instagram,1,0,0,0,2025-06-03
363,Facebook Ads,1,0,0,0,2025-11-23
364,Instagram,1,0,0,0,2025-01-07
365,Organic Search,1,0,0,0,2025-07-16
366,Facebook Ads,1,1,1,0,2025-11-17
367,Organic Search,1,0,0,0,2025-02-15
368,Organic Search,1,0,0,0,2025-01-18
369,Google Ads,1,0,0,0,2025-06-02
370,Google Ads,1,0,0,0,2025-09-21
371,Google Ads,1,0,0,0,2025-03-15
372,Google Ads,1,0,0,0,2025-05-25
373,Google Ads,1,0,0,0,2025-04-12
374,Instagram,1,0,0,0,2025-12-01
375,Google Ads,1,0,0,0,2025-12-01
376,Facebook Ads,1,0,0,0,2025-05-01
377,Email,1,0,0,0,2025-06-25
378,Google Ads,1,0,0,0,2025-03-04
379,Email,1,1,1,0,2025-10-23
380,Facebook Ads,1,0,0,0,2025-03-25
381,Google Ads,1,0,0,0,2025-01-15
382,Instagram,1,0,0,0,2025-12-21
383,Instagram,1,0,0,0,2025-05-14
384,Organic Search,1,0,0,0,2025-05-01
385,Email,1,0,0,0,2025-11-15
386,Email,1,0,0,0,2025-05-08
387,Facebook Ads,1,0,0,0,2025-10-15
388,Google Ads,1,1,0,0,2025-10-28
389,Email,1,0,0,0,2025-06-29
390,Email,1,1,1,1,2025-03-23
391,Organic Search,1,0,0,0,2025-01-13
392,Facebook Ads,1,0,0,0,2025-01-24
393,Facebook Ads,1,1,0,0,2025-06-17
394,Email,1,0,0,0,2025-09-27
395,Facebook Ads,1,0,0,0,2025-03-11
396,Organic Search,1,0,0,0,2025-11-14
397,Organic Search,1,0,0,0,2025-03-30
398,Facebook Ads,1,0,0,0,2025-07-08
399,Email,1,0,0,0,2025-09-14
400,Email,1,1,1,0,2025-08-05
401,Google Ads,1,0,0,0,2025-02-01
402,Organic Search,1,1,0,0,2025-05-21
403,Instagram,1,1,0,0,2025-06-10
404,Email,1,0,0,0,2025-02-01
405,Facebook Ads,1,0,0,0,2025-11-08
406,Organic Search,1,1,0,0,2025-06-01
407,Facebook Ads,1,1,0,0,2025-12-13
408,Google Ads,1,0,0,0,2025-09-17
409,Organic Search,1,0,0,0,2025-08-04
410,Google Ads,1,0,0,0,2025-10-06
411,Facebook Ads,1,0,0,0,2025-10-12
412,Organic Search,1,0,0,0,2025-04-08
413,Organic Search,1,0,0,0,2025-01-30
414,Instagram,1,0,0,0,2025-03-31
415,Instagram,1,0,0,0,2025-05-28
416,Facebook Ads,1,0,0,0,2025-05-24
417,Facebook Ads,1,0,0,0,2025-03-08
418,Facebook Ads,1,0,0,0,2025-12-23
419,Instagram,1,0,0,0,2025-02-27
420,Email,1,0,0,0,2025-10-08
421,Email,1,0,0,0,2025-10-06
422,Email,1,0,0,0,2025-08-24
423,Google Ads,1,1,1,0,2025-12-19
424,Facebook Ads,1,0,0,0,2025-05-08
425,Google Ads,1,0,0,0,2025-12-03
426,Instagram,1,0,0,0,2025-07-28
427,Facebook Ads,1,1,0,0,2025-07-05
428,Organic Search,1,0,0,0,2025-06-18
429,Facebook Ads,1,0,0,0,2025-06-21
430,Google Ads,1,0,0,0,2025-09-17
431,Google Ads,1,0,0,0,2025-07-24
432,Email,1,0,0,0,2025-05-15
433,Instagram,1,0,0,0,2025-02-15
434,Google Ads,1,0,0,0,2025-01-09
435,Google Ads,1,0,0,0,2025-06-10
436,Email,1,1,1,1,2025-10-16
437,Google Ads,1,0,0,0,2025-12-06
438,Email,1,1,0,0,2025-11-17
439,Email,1,0,0,0,2025-04-16
440,Google Ads,1,1,0,0,2025-10-17
441,Google Ads,1,0,0,0,2025-12-07
442,Organic Search,1,0,0,0,2025-03-29
443,Facebook Ads,1,0,0,0,2025-07-11
444,Facebook Ads,1,1,0,0,2025-06-02
445,Email,1,0,0,0,2025-11-07
446,Organic Search,1,0,0,0,2025-05-17
447,Organic Search,1,0,0,0,2025-09-30
448,Email,1,0,0,0,2025-05-29
449,Facebook Ads,1,0,0,0,2025-07-07
450,Google Ads,1,0,0,0,2025-05-21
451,Email,1,0,0,0,2025-05-11
452,Instagram,1,0,0,0,2025-01-04
453,Facebook Ads,1,0,0,0,2025-09-20
454,Organic Search,1,0,0,0,2025-01-26
455,Google Ads,1,0,0,0,2025-01-24
456,Facebook Ads,1,0,0,0,2025-09-23
457,Google Ads,1,0,0,0,2025-08-17
458,Facebook Ads,1,0,0,0,2025-09-26
459,Google Ads,1,1,0,0,2025-05-05
460,Google Ads,1,1,0,0,2025-06-21
461,Google Ads,1,1,1,1,2025-08-22
462,Instagram,1,0,0,0,2025-10-22
463,Email,1,0,0,0,2025-10-02
464,Instagram,1,0,0,0,2025-03-17
465,Organic Search,1,0,0,0,2025-11-04
466,Facebook Ads,1,0,0,0,2025-08-02
467,Facebook Ads,1,0,0,0,2025-06-07
468,Organic Search,1,1,1,1,2025-10-29
469,Google Ads,1,1,0,0,2025-07-23
470,Organic Search,1,0,0,0,2025-05-29
471,Google Ads,1,0,0,0,2025-03-16
472,Organic Search,1,0,0,0,2025-08-17
473,Google Ads,1,0,0,0,2025-10-31
474,Organic Search,1,0,0,0,2025-03-03
475,Instagram,1,0,0,0,2025-02-27
476,Organic Search,1,0,0,0,2025-10-01
477,Google Ads,1,0,0,0,2025-04-18
478,Instagram,1,0,0,0,2025-07-06
479,Organic Search,1,1,0,0,2025-08-17
480,Instagram,1,0,0,0,2025-02-17
481,Instagram,1,0,0,0,2025-11-15
482,Instagram,1,0,0,0,2025-09-25
483,Facebook Ads,1,0,0,0,2025-08-03
484,Instagram,1,0,0,0,2025-10-17
485,Instagram,1,0,0,0,2025-09-11
486,Organic Search,1,1,0,0,2025-12-24
487,Google Ads,1,0,0,0,2025-03-28
488,Facebook Ads,1,0,0,0,2025-06-30
489,Organic Search,1,0,0,0,2025-01-25
490,Organic Search,1,1,1,0,2025-08-10
491,Facebook Ads,1,0,0,0,2025-02-18
492,Instagram,1,0,0,0,2025-11-30
493,Facebook Ads,1,0,0,0,2025-06-24
494,Google Ads,1,0,0,0,2025-11-07
495,Facebook Ads,1,0,0,0,2025-10-01
496,Facebook Ads,1,0,0,0,2025-02-04
497,Instagram,1,0,0,0,2025-08-05
498,Google Ads,1,1,0,0,2025-07-28
499,Organic Search,1,0,0,0,2025-06-09
500,Organic Search,1,0,0,0,2025-01-07
501,Instagram,1,0,0,0,2025-09-26
502,Instagram,1,0,0,0,2025-05-06
503,Facebook Ads,1,0,0,0,2025-11-21
504,Email,1,0,0,0,2025-12-22
505,Instagram,1,0,0,0,2025-03-31
506,Google Ads,1,0,0,0,2025-02-11
507,Organic Search,1,0,0,0,2025-12-31
508,Email,1,0,0,0,2025-06-08
509,Organic Search,1,0,0,0,2025-07-21
510,Email,1,0,0,0,2025-10-09
511,Instagram,1,0,0,0,2025-11-28
512,Facebook Ads,1,1,0,0,2025-10-15
513,Organic Search,1,1,1,0,2025-04-01
514,Organic Search,1,0,0,0,2025-05-05
515,Google Ads,1,0,0,0,2025-05-06
516,Google Ads,1,0,0,0,2025-02-21
517,Facebook Ads,1,0,0,0,2025-04-13
518,Email,1,1,1,0,2025-12-27
519,Organic Search,1,0,0,0,2025-07-06
520,Google Ads,1,0,0,0,2025-07-24
521,Instagram,1,0,0,0,2025-01-14
522,Facebook Ads,1,0,0,0,2025-04-14
523,Organic Search,1,0,0,0,2025-04-27
524,Email,1,0,0,0,2025-10-31
525,Email,1,0,0,0,2025-04-03
526,Facebook Ads,1,0,0,0,2025-05-24
527,Facebook Ads,1,0,0,0,2025-04-20
528,Facebook Ads,1,0,0,0,2025-06-12
529,Google Ads,1,0,0,0,2025-02-22
530,Organic Search,1,0,0,0,2025-01-03
531,Email,1,0,0,0,2025-03-09
532,Organic Search,1,0,0,0,2025-09-03
533,Organic Search,1,0,0,0,2025-05-18
534,Instagram,1,0,0,0,2025-11-04
535,Email,1,0,0,0,2025-12-18
536,Organic Search,1,0,0,0,2025-10-14
537,Email,1,0,0,0,2025-03-07
538,Google Ads,1,1,1,0,2025-12-13
539,Facebook Ads,1,0,0,0,2025-11-21
540,Google Ads,1,0,0,0,2025-06-04
541,Organic Search,1,0,0,0,2025-03-28
542,Instagram,1,0,0,0,2025-02-02
543,Google Ads,1,1,1,0,2025-03-09
544,Instagram,1,0,0,0,2025-07-06
545,Instagram,1,0,0,0,2025-07-11
546,Facebook Ads,1,0,0,0,2025-08-01
547,Google Ads,1,0,0,0,2025-03-29
548,Instagram,1,0,0,0,2025-12-17
549,Instagram,1,0,0,0,2025-04-18
550,Email,1,0,0,0,2025-08-28
551,Instagram,1,0,0,0,2025-08-04
552,Organic Search,1,0,0,0,2025-06-26
553,Instagram,1,1,0,0,2025-02-22
554,Instagram,1,0,0,0,2025-11-26
555,Organic Search,1,1,1,1,2025-02-18
556,Facebook Ads,1,0,0,0,2025-04-24
557,Google Ads,1,0,0,0,2025-04-05
558,Google Ads,1,0,0,0,2025-01-25
559,Email,1,0,0,0,2025-05-12
560,Instagram,1,0,0,0,2025-06-28
561,Email,1,0,0,0,2025-05-25
562,Google Ads,1,1,0,0,2025-12-30
563,Google Ads,1,0,0,0,2025-07-17
564,Google Ads,1,0,0,0,2025-11-21
565,Facebook Ads,1,1,0,0,2025-03-25
566,Instagram,1,0,0,0,2025-06-06
567,Facebook Ads,1,0,0,0,2025-03-26
568,Facebook Ads,1,0,0,0,2025-09-10
569,Organic Search,1,1,1,1,2025-03-13
570,Facebook Ads,1,1,0,0,2025-08-11
571,Instagram,1,1,0,0,2025-10-03
572,Email,1,0,0,0,2025-10-10
573,Facebook Ads,1,1,1,1,2025-09-21
574,Instagram,1,0,0,0,2025-09-03
575,Organic Search,1,0,0,0,2025-12-07
576,Organic Search,1,0,0,0,2025-03-02
577,Google Ads,1,0,0,0,2025-09-16
578,Organic Search,1,1,1,0,2025-01-07
579,Facebook Ads,1,1,1,1,2025-07-07
580,Facebook Ads,1,0,0,0,2025-01-04
581,Facebook Ads,1,0,0,0,2025-08-19
582,Organic Search,1,0,0,0,2025-05-13
583,Facebook Ads,1,1,0,0,2025-05-05
584,Facebook Ads,1,0,0,0,2025-01-15
585,Instagram,1,0,0,0,2025-01-13
586,Google Ads,1,0,0,0,2025-04-28
587,Google Ads,1,0,0,0,2025-08-28
588,Google Ads,1,0,0,0,2025-09-20
589,Google Ads,1,1,1,1,2025-12-26
590,Google Ads,1,0,0,0,2025-01-06
591,Google Ads,1,0,0,0,2025-11-16
592,Instagram,1,0,0,0,2025-08-19
593,Google Ads,1,0,0,0,2025-01-30
594,Facebook Ads,1,1,1,0,2025-01-22
595,Organic Search,1,0,0,0,2025-06-05
596,Facebook Ads,1,0,0,0,2025-04-28
597,Instagram,1,0,0,0,2025-12-06
598,Google Ads,1,0,0,0,2025-07-12
599,Google Ads,1,0,0,0,2025-12-12
600,Google Ads,1,0,0,0,2025-07-14
601,Google Ads,1,0,0,0,2025-06-17
602,Facebook Ads,1,0,0,0,2025-08-27
603,Google Ads,1,0,0,0,2025-12-28
604,Google Ads,1,0,0,0,2025-09-01
605,Google Ads,1,0,0,0,2025-03-10
606,Facebook Ads,1,0,0,0,2025-04-05
607,Google Ads,1,1,0,0,2025-03-18
608,Facebook Ads,1,1,0,0,2025-06-20
609,Instagram,1,0,0,0,2025-01-01
610,Instagram,1,0,0,0,2025-03-03
